Instance,Edges,k,Seed,Objective,Total Time (s),Evals
warren5,163,4,6948,234.442546,184.177,14822
warren5,163,4,6119,232.467758,185.988,5961
warren5,163,4,5253,232.420852,182.926,12462
warren5,163,4,5134,236.004146,184.288,2081
warren5,163,4,7350,237.142004,188.181,8571
warren5,163,4,2652,235.84498,178.106,11823
warren5,163,4,9968,235.580404,185.327,10010
warren5,163,4,3914,237.297652,181.467,148
warren5,163,4,6899,235.580404,180.015,9304
warren5,163,4,4715,239.540534,180.251,8925
warren5,163,8,8115,137.561914,188.749,7108
warren5,163,8,3520,138.01849,186.128,13070
warren5,163,8,8647,138.739642,194.862,12756
warren5,163,8,9420,135.159866,202.173,10253
warren5,163,8,3116,139.58009,197.96,9225
warren5,163,8,6377,135.159866,194.255,11189
warren5,163,8,6207,136.880632,193.717,9923
warren5,163,8,4187,136.724984,194.106,1709
warren5,163,8,3641,139.163384,198.448,10325
warren5,163,8,8591,133.297338,195.603,4787
warren5,163,8,3580,136.30476,197.033,1040
warren5,163,8,8524,136.724984,199.867,6562
warren5,163,8,2650,133.558396,195.681,4354
warren5,163,8,2811,129.97862,198.417,4602
warren5,163,8,9963,137.561914,190.096,1614
warren5,163,8,7537,135.58009,196.949,7809
warren5,163,8,3472,138.022008,196.05,1541
warren5,163,8,3714,136.000314,192.902,8931
warren5,163,8,8158,138.739642,192.222,2081
warren5,163,8,7284,139.159866,188.707,2401
warren5,163,8,6948,137.185078,189.091,3198
warren5,163,8,6119,134.326454,186.078,8134
warren5,163,8,5253,137.558396,187.688,14513
warren5,163,8,5134,137.601784,189.927,216
warren5,163,8,7350,138.746678,186.91,4316
warren5,163,8,2652,138.74316,189.434,7691
warren5,163,8,9968,134.022008,185.933,8056
warren5,163,8,3914,132.003832,188.212,14294
warren5,163,8,6899,136.721466,188.638,10452
warren5,163,8,4715,134.74316,194.048,13225
