GA Version,k,Pop,Gens,Seeds,Selection,Crossover,PX,Mutator,PM,Problem Instance,Num Edges,Num Vertices,Num Odd Edge Vertices,Sum Edges,,Best Total Travel Distance,Best Longest Route,Average Best Per Seed,Standard Dev Subtour Distance,Time Sec,Best Seed,Best Tour
original,10,1000,1000,30,1,2,0.99,2,0.4,single-face-k-truss-truss-bridge-8-segment,41,22,6,37.2448,0,79.5711,9.03225,82.7367,3.24685,7950.27,3520,"{{0, 6, 4, 10, 16, 10, 12, 8, 12, 4, 6, 0}: 8.854102, {0, 7, 5, 11, 17, 21, 15, 9, 3, 0}: 9.032248, {0, 2, 8, 18, 16, 18, 8, 2, 0}: 7.236068, {0, 1, 5, 11, 17, 19, 11, 5, 7, 3, 0}: 8.618034, {0, 7, 5, 13, 11, 5, 7, 0, 2, 6, 0}: 8.472136, {0, 1, 6, 1, 7, 5, 1, 0}: 6.854102, {0, 2, 12, 10, 16, 20, 14, 8, 2, 0}: 9.032248, {0, 2, 8, 18, 14, 18, 10, 4, 1, 0}: 8.236068, {0, 3, 9, 13, 3, 0}: 4.618034, {0, 3, 9, 15, 19, 9, 15, 9, 3, 0}: 8.618034}"
original,2,1000,1000,30,1,2,0.99,2,0.4,single-face-k-truss-truss-bridge-10-segment,53,28,6,47.717,0,50.717,25.7405,55.9271,3.41,7318.37,2650,"{{0, 1, 5, 11, 13, 3, 9, 19, 11, 17, 25, 15, 21, 25, 23, 25, 21, 27, 23, 17, 19, 15, 9, 13, 5, 7, 1, 6, 0}: 24.976521, {0, 7, 3, 0, 1, 4, 12, 10, 18, 14, 24, 22, 24, 16, 22, 26, 20, 24, 20, 14, 8, 18, 16, 10, 4, 6, 2, 8, 12, 2, 0}: 25.740452}"
original,3,1000,1000,30,1,2,0.99,2,0.4,single-face-k-truss-truss-bridge-10-segment,53,28,6,47.717,0,57.717,19.5044,63.1002,3.80474,8143.88,3580,"{{0, 7, 1, 0, 3, 9, 15, 25, 21, 25, 23, 25, 17, 19, 15, 21, 27, 23, 17, 11, 13, 3, 0}: 19.504383, {0, 2, 12, 4, 1, 6, 2, 8, 18, 16, 22, 26, 20, 24, 16, 10, 12, 10, 4, 6, 2, 6, 0}: 19.122417, {0, 3, 7, 5, 13, 9, 19, 11, 5, 1, 4, 10, 18, 14, 24, 22, 24, 20, 14, 8, 12, 8, 2, 0}: 19.090170}"
original,4,1000,1000,30,1,2,0.99,2,0.4,single-face-k-truss-truss-bridge-10-segment,53,28,6,47.717,0,57.335,14.5044,67.7261,5.77566,8813.61,9968,"{{0, 1, 5, 11, 19, 15, 21, 25, 17, 23, 17, 19, 9, 3, 7, 1, 0}: 14.472136, {0, 7, 5, 13, 11, 17, 19, 15, 25, 23, 27, 21, 25, 15, 9, 13, 3, 0}: 14.504384, {0, 1, 6, 2, 12, 10, 16, 24, 22, 16, 18, 14, 24, 20, 14, 8, 2, 0}: 14.472136, {0, 6, 4, 12, 8, 18, 14, 20, 26, 22, 16, 18, 10, 4, 1, 0}: 13.886351}"
original,5,1000,1000,30,1,2,0.99,2,0.4,single-face-k-truss-truss-bridge-10-segment,53,28,6,47.717,0,66.953,13.7082,74.6894,5.2314,9497.61,3520,"{{0, 2, 6, 1, 4, 12, 8, 18, 14, 24, 22, 24, 16, 10, 4, 6, 0}: 13.708204, {0, 6, 4, 6, 2, 0, 3, 7, 0, 3, 9, 13, 11, 19, 9, 3, 0}: 13.472136, {0, 3, 13, 9, 19, 15, 19, 17, 23, 25, 21, 25, 17, 11, 5, 7, 1, 0}: 13.472136, {0, 1, 5, 13, 9, 15, 21, 27, 23, 25, 15, 9, 3, 0}: 12.650282, {0, 2, 12, 10, 18, 16, 22, 26, 20, 24, 20, 14, 18, 14, 8, 2, 0}: 13.650282}"
original,6,1000,1000,30,1,2,0.99,2,0.4,single-face-k-truss-truss-bridge-10-segment,53,28,6,47.717,0,70.8071,12.2683,78.0396,4.05035,9797.22,8158,"{{0, 2, 12, 10, 18, 14, 24, 22, 26, 20, 14, 8, 2, 0}: 12.268316, {0, 6, 4, 12, 8, 18, 16, 22, 24, 20, 24, 16, 10, 4, 6, 0}: 12.090171, {0, 1, 6, 2, 12, 4, 1, 7, 0, 2, 6, 4, 1, 0}: 12.090170, {0, 3, 9, 15, 21, 27, 23, 25, 23, 17, 19, 9, 3, 0}: 12.032248, {0, 3, 7, 5, 13, 11, 17, 25, 21, 25, 15, 19, 11, 5, 7, 0}: 12.090170, {0, 3, 13, 3, 9, 13, 11, 17, 11, 5, 1, 0}: 10.236068}"
original,7,1000,1000,30,1,2,0.99,2,0.4,single-face-k-truss-truss-bridge-10-segment,53,28,6,47.717,0,78.4252,11.4721,86.9623,4.29835,10306.6,2652,"{{0, 7, 5, 11, 19, 15, 21, 25, 17, 11, 5, 7, 1, 0}: 11.472136, {0, 3, 9, 19, 17, 23, 25, 15, 19, 9, 13, 5, 1, 0}: 11.472136, {0, 6, 4, 12, 8, 14, 20, 24, 16, 18, 16, 10, 12, 2, 0}: 11.472136, {0, 3, 7, 3, 9, 13, 5, 7, 0, 1, 6, 4, 1, 0}: 10.854102, {0, 3, 13, 11, 17, 23, 27, 21, 15, 9, 3, 0}: 11.032248, {0, 6, 4, 10, 16, 22, 26, 20, 14, 8, 2, 0}: 11.032248, {0, 2, 12, 10, 18, 14, 24, 22, 16, 18, 8, 2, 6, 0}: 11.090170}"
original,8,1000,1000,30,1,2,0.99,2,0.4,single-face-k-truss-truss-bridge-10-segment,53,28,6,47.717,0,90.0432,11.4721,94.2769,4.54797,10994.1,7284,"{{0, 1, 4, 12, 10, 18, 16, 22, 24, 14, 18, 8, 2, 0}: 11.472136, {0, 1, 7, 1, 5, 13, 9, 3, 0, 6, 4, 6, 0}: 11.090170, {0, 3, 9, 15, 21, 27, 23, 17, 11, 5, 7, 0}: 11.032248, {0, 7, 5, 13, 11, 17, 23, 25, 17, 19, 15, 9, 3, 0}: 10.854101, {0, 3, 13, 11, 19, 9, 15, 21, 25, 15, 9, 3, 0}: 11.472136, {0, 2, 8, 14, 20, 26, 22, 24, 20, 14, 8, 2, 0}: 11.414214, {0, 2, 8, 14, 18, 14, 20, 24, 16, 10, 12, 8, 2, 6, 0}: 11.236069, {0, 7, 5, 11, 5, 7, 3, 7, 1, 6, 4, 10, 12, 2, 0}: 11.472136}"
,9,,,,,,,,,single-face-k-truss-truss-bridge-10-segment,,,,,,,,,,,,
,10,,,,,,,,,single-face-k-truss-truss-bridge-10-segment,,,,,,,,,,,,
,2,,,,,,,,,single-face-k-truss-truss-bridge-12-segment,,,,,,,,,,,,
,3,,,,,,,,,single-face-k-truss-truss-bridge-12-segment,,,,,,,,,,,,
,4,,,,,,,,,single-face-k-truss-truss-bridge-12-segment,,,,,,,,,,,,
,5,,,,,,,,,single-face-k-truss-truss-bridge-12-segment,,,,,,,,,,,,
,6,,,,,,,,,single-face-k-truss-truss-bridge-12-segment,,,,,,,,,,,,
,7,,,,,,,,,single-face-k-truss-truss-bridge-12-segment,,,,,,,,,,,,
,8,,,,,,,,,single-face-k-truss-truss-bridge-12-segment,,,,,,,,,,,,
,9,,,,,,,,,single-face-k-truss-truss-bridge-12-segment,,,,,,,,,,,,
,10,,,,,,,,,single-face-k-truss-truss-bridge-12-segment,,,,,,,,,,,,
,2,,,,,,,,,single-face-pratt-truss-bridge-4-segment,,,,,,,,,,,,
,3,,,,,,,,,single-face-pratt-truss-bridge-4-segment,,,,,,,,,,,,
,4,,,,,,,,,single-face-pratt-truss-bridge-4-segment,,,,,,,,,,,,
,5,,,,,,,,,single-face-pratt-truss-bridge-4-segment,,,,,,,,,,,,
,6,,,,,,,,,single-face-pratt-truss-bridge-4-segment,,,,,,,,,,,,
,7,,,,,,,,,single-face-pratt-truss-bridge-4-segment,,,,,,,,,,,,
,8,,,,,,,,,single-face-pratt-truss-bridge-4-segment,,,,,,,,,,,,
,9,,,,,,,,,single-face-pratt-truss-bridge-4-segment,,,,,,,,,,,,
,10,,,,,,,,,single-face-pratt-truss-bridge-4-segment,,,,,,,,,,,,
,2,,,,,,,,,single-face-pratt-truss-bridge-6-segment,,,,,,,,,,,,
,3,,,,,,,,,single-face-pratt-truss-bridge-6-segment,,,,,,,,,,,,
,4,,,,,,,,,single-face-pratt-truss-bridge-6-segment,,,,,,,,,,,,
,5,,,,,,,,,single-face-pratt-truss-bridge-6-segment,,,,,,,,,,,,
,6,,,,,,,,,single-face-pratt-truss-bridge-6-segment,,,,,,,,,,,,
,7,,,,,,,,,single-face-pratt-truss-bridge-6-segment,,,,,,,,,,,,
,8,,,,,,,,,single-face-pratt-truss-bridge-6-segment,,,,,,,,,,,,
,9,,,,,,,,,single-face-pratt-truss-bridge-6-segment,,,,,,,,,,,,
,10,,,,,,,,,single-face-pratt-truss-bridge-6-segment,,,,,,,,,,,,
,2,,,,,,,,,single-face-pratt-truss-bridge-8-segment,,,,,,,,,,,,
,3,,,,,,,,,single-face-pratt-truss-bridge-8-segment,,,,,,,,,,,,
,4,,,,,,,,,single-face-pratt-truss-bridge-8-segment,,,,,,,,,,,,
,5,,,,,,,,,single-face-pratt-truss-bridge-8-segment,,,,,,,,,,,,
,6,,,,,,,,,single-face-pratt-truss-bridge-8-segment,,,,,,,,,,,,
,7,,,,,,,,,single-face-pratt-truss-bridge-8-segment,,,,,,,,,,,,
,8,,,,,,,,,single-face-pratt-truss-bridge-8-segment,,,,,,,,,,,,
,9,,,,,,,,,single-face-pratt-truss-bridge-8-segment,,,,,,,,,,,,
,10,,,,,,,,,single-face-pratt-truss-bridge-8-segment,,,,,,,,,,,,
original,2,1000,1000,30,1,2,0.99,2,0.4,single-face-pratt-truss-bridge-10-segment,37,20,4,41.1421,0,50.1421,25.0711,51.1745,2.05471,4621.28,8115,"{{0, 2, 6, 12, 10, 16, 14, 10, 14, 18, 16, 12, 8, 6, 10, 6, 2, 0, 1, 4, 8, 2, 4, 0}: 25.071068, {0, 3, 7, 11, 15, 17, 19, 15, 11, 17, 13, 7, 9, 13, 11, 7, 3, 5, 9, 3, 0, 5, 1, 0}: 25.071068}"
original,3,1000,1000,30,1,2,0.99,2,0.4,single-face-pratt-truss-bridge-10-segment,37,20,4,41.1421,0,52.9706,17.6569,55.8358,2.11661,5180.75,2650,"{{0, 3, 7, 13, 17, 11, 7, 11, 15, 17, 19, 15, 11, 13, 9, 5, 0}: 17.656855, {0, 2, 6, 8, 2, 4, 1, 5, 3, 7, 9, 3, 0, 1, 0, 5, 0}: 17.656855, {0, 2, 6, 10, 6, 12, 10, 14, 10, 16, 18, 14, 16, 12, 8, 4, 0}: 17.656855}"
original,4,1000,1000,30,1,2,0.99,2,0.4,single-face-pratt-truss-bridge-10-segment,37,20,4,41.1421,0,52.1421,13.6569,62.7773,4.97946,5711.89,3520,"{{0, 1, 5, 9, 13, 11, 15, 11, 7, 13, 9, 7, 3, 0}: 13.414214, {0, 4, 2, 8, 12, 10, 16, 14, 10, 6, 2, 0}: 12.242642, {0, 5, 3, 9, 13, 17, 15, 19, 17, 11, 7, 3, 0}: 13.656857, {0, 1, 4, 8, 6, 12, 16, 18, 14, 10, 6, 2, 0}: 12.828428}"
original,5,1000,1000,30,1,2,0.99,2,0.4,single-face-pratt-truss-bridge-10-segment,37,20,4,41.1421,0,63.5564,12.8284,68.8939,4.21335,6036.92,8647,"{{0, 3, 9, 13, 11, 15, 17, 11, 13, 11, 7, 3, 0}: 12.828428, {0, 2, 6, 10, 14, 18, 16, 10, 6, 8, 2, 0}: 12.242642, {0, 3, 7, 13, 17, 19, 15, 11, 7, 9, 5, 3, 0}: 12.828428, {0, 1, 4, 1, 0, 3, 7, 9, 3, 0, 4, 2, 0}: 12.828428, {0, 5, 1, 4, 8, 12, 10, 14, 16, 12, 6, 2, 0}: 12.828428}"
original,6,1000,1000,30,1,2,0.99,2,0.4,single-face-pratt-truss-bridge-10-segment,37,20,4,41.1421,0,72.3848,12.2426,74.9767,4.15901,6329.89,3520,"{{0, 2, 0, 3, 7, 11, 15, 11, 7, 9, 5, 0}: 11.414214, {0, 3, 5, 3, 0, 4, 8, 2, 4, 1, 5, 0}: 12.242642, {0, 2, 6, 12, 16, 18, 14, 16, 10, 6, 2, 0}: 12.242642, {0, 3, 7, 13, 17, 11, 13, 17, 13, 9, 3, 0}: 12.242642, {0, 3, 9, 13, 17, 15, 19, 17, 11, 7, 3, 0}: 12.242642, {0, 2, 6, 10, 14, 10, 12, 8, 6, 8, 4, 1, 0}: 12.000000}"
original,7,1000,1000,30,1,2,0.99,2,0.4,single-face-pratt-truss-bridge-10-segment,37,20,4,41.1421,0,73.5564,10.8284,79.6676,4.13672,6689.51,6377,"{{0, 3, 7, 11, 17, 19, 15, 11, 7, 3, 0}: 10.828428, {0, 2, 8, 12, 16, 14, 16, 10, 6, 2, 0}: 10.828428, {0, 5, 3, 9, 7, 13, 11, 7, 3, 0}: 10.242642, {0, 1, 4, 8, 12, 10, 14, 10, 6, 2, 0}: 10.000000, {0, 1, 5, 9, 13, 17, 15, 11, 7, 3, 0}: 10.000000, {0, 2, 6, 12, 16, 18, 14, 10, 6, 2, 0}: 10.828428, {0, 4, 1, 4, 8, 6, 2, 4, 8, 4, 0}: 10.828428}"
original,8,1000,1000,30,1,2,0.99,2,0.4,single-face-pratt-truss-bridge-10-segment,37,20,4,41.1421,0,85.799,10.8284,88.6604,4.96513,7123.72,3116,"{{0, 2, 8, 6, 2, 6, 12, 8, 4, 1, 0}: 10.828428, {0, 2, 6, 10, 16, 14, 10, 12, 8, 4, 0}: 10.828428, {0, 3, 7, 13, 17, 11, 13, 9, 5, 3, 0}: 10.828428, {0, 5, 9, 7, 11, 15, 17, 13, 9, 5, 0}: 10.828428, {0, 3, 5, 9, 5, 1, 0, 4, 1, 5, 0}: 10.828428, {0, 2, 6, 10, 16, 18, 14, 10, 6, 2, 0}: 10.828428, {0, 2, 6, 10, 14, 16, 12, 8, 4, 2, 0}: 10.000000, {0, 3, 7, 11, 15, 19, 17, 13, 9, 3, 0}: 10.828428}"
original,9,1000,1000,30,1,2,0.99,2,0.4,single-face-pratt-truss-bridge-10-segment,37,20,4,41.1421,0,88.9706,10.8284,93.2118,4.38785,7328.38,8647,"{{0, 2, 4, 8, 12, 8, 6, 2, 4, 1, 0}: 10.000000, {0, 2, 8, 12, 10, 6, 2, 0}: 7.414214, {0, 5, 9, 13, 17, 19, 15, 11, 7, 3, 0}: 10.828428, {0, 2, 6, 10, 14, 16, 10, 6, 8, 4, 0}: 10.828428, {0, 3, 7, 11, 17, 13, 11, 7, 3, 5, 0}: 10.828428, {0, 4, 8, 12, 16, 18, 14, 10, 6, 2, 0}: 10.828428, {0, 1, 5, 1, 4, 8, 12, 6, 2, 0}: 9.414214, {0, 3, 7, 11, 15, 17, 15, 11, 7, 3, 0}: 10.000000, {0, 3, 9, 7, 9, 13, 7, 3, 0}: 8.828428}"
original,10,1000,1000,30,1,2,0.99,2,0.4,single-face-pratt-truss-bridge-10-segment,37,20,4,41.1421,0,100.385,10.8284,99.9803,3.41103,7683.28,3520,"{{0, 3, 7, 11, 17, 19, 15, 11, 7, 3, 0}: 10.828428, {0, 1, 5, 9, 13, 17, 13, 9, 3, 0}: 9.414214, {0, 5, 1, 4, 8, 4, 1, 0}: 7.414214, {0, 2, 8, 12, 8, 4, 0, 3, 7, 3, 0}: 10.828428, {0, 2, 6, 10, 14, 18, 16, 12, 8, 2, 0}: 10.828428, {0, 2, 6, 12, 10, 12, 16, 12, 8, 4, 0}: 10.828428, {0, 3, 7, 11, 15, 17, 13, 7, 3, 0}: 9.414214, {0, 2, 6, 10, 14, 16, 10, 6, 2, 4, 0}: 10.828428, {0, 3, 7, 11, 13, 9, 5, 9, 7, 3, 0}: 10.000000, {0, 3, 5, 3, 0, 2, 6, 8, 6, 2, 0}: 10.000000}"
original,2,1000,1000,30,1,2,0.99,2,0.4,single-face-pratt-truss-bridge-12-segment,45,24,4,49.9706,0,60.9706,30.4853,62.8191,2.42211,6030.02,3520,"{{0, 5, 1, 0, 3, 5, 9, 7, 11, 15, 17, 13, 9, 3, 7, 11, 15, 19, 23, 21, 15, 19, 21, 17, 11, 13, 7, 3, 0}: 30.485281, {0, 2, 8, 6, 12, 16, 20, 22, 18, 20, 18, 14, 16, 12, 8, 4, 1, 4, 8, 12, 10, 14, 20, 16, 10, 6, 2, 4, 0}: 30.485281}"
original,3,1000,1000,30,1,2,0.99,2,0.4,single-face-pratt-truss-bridge-12-segment,45,24,4,49.9706,0,64.9706,21.6569,69.809,4.76214,6695.09,3641,"{{0, 3, 7, 11, 15, 19, 21, 15, 17, 21, 23, 19, 15, 11, 13, 17, 11, 7, 9, 3, 0}: 21.656855, {0, 3, 5, 9, 13, 7, 3, 7, 9, 5, 1, 5, 0, 2, 6, 10, 16, 12, 8, 2, 0}: 21.656855, {0, 4, 2, 6, 10, 14, 18, 20, 22, 18, 14, 16, 20, 14, 10, 12, 6, 8, 4, 1, 0}: 21.656855}"
original,4,1000,1000,30,1,2,0.99,2,0.4,single-face-pratt-truss-bridge-12-segment,45,24,4,49.9706,0,69.799,17.6569,76.9162,5.21022,7337.77,2811,"{{0, 2, 8, 12, 10, 14, 18, 14, 10, 6, 8, 4, 2, 4, 0, 3, 0}: 16.828428, {0, 2, 6, 12, 16, 14, 20, 22, 18, 20, 16, 10, 6, 8, 4, 1, 0}: 17.656857, {0, 3, 9, 13, 17, 15, 21, 15, 19, 23, 21, 17, 13, 9, 5, 1, 0}: 17.656857, {0, 5, 9, 7, 11, 17, 21, 19, 15, 11, 13, 7, 9, 7, 3, 5, 0}: 17.656855}"
original,5,1000,1000,30,1,2,0.99,2,0.4,single-face-pratt-truss-bridge-12-segment,45,24,4,49.9706,0,72.9706,14.8284,84.3661,6.46501,8033.31,9968,"{{0, 1, 4, 8, 12, 16, 10, 6, 8, 4, 1, 0, 1, 5, 0}: 14.828428, {0, 2, 8, 6, 12, 16, 14, 18, 20, 16, 12, 10, 6, 2, 0}: 14.828428, {0, 3, 7, 13, 11, 15, 19, 23, 21, 17, 13, 9, 5, 3, 0}: 14.828428, {0, 3, 9, 7, 11, 15, 19, 21, 15, 17, 11, 7, 3, 0}: 14.242642, {0, 4, 2, 6, 10, 14, 18, 22, 20, 14, 10, 6, 2, 0}: 14.242642}"
original,6,1000,1000,30,1,2,0.99,2,0.4,single-face-pratt-truss-bridge-12-segment,45,24,4,49.9706,0,88.3848,14.8284,94.3446,5.08613,8493.11,9420,"{{0, 2, 8, 12, 16, 20, 22, 18, 14, 10, 12, 6, 2, 0}: 14.242642, {0, 3, 7, 13, 17, 11, 15, 17, 13, 9, 5, 3, 0, 1, 0}: 14.828428, {0, 2, 6, 8, 12, 16, 20, 18, 20, 14, 16, 10, 6, 2, 0}: 14.828428, {0, 3, 9, 13, 17, 21, 19, 23, 21, 19, 15, 11, 7, 3, 0}: 14.828428, {0, 2, 8, 4, 1, 5, 1, 4, 2, 6, 8, 4, 0, 2, 0}: 14.828428, {0, 3, 7, 11, 15, 21, 17, 13, 11, 7, 3, 7, 9, 5, 0}: 14.828428}"
original,7,1000,1000,30,1,2,0.99,2,0.4,single-face-pratt-truss-bridge-12-segment,45,24,4,49.9706,0,97.4559,14.2426,102.167,5.39205,9038.47,8115,"{{0, 3, 7, 13, 17, 21, 19, 15, 17, 13, 11, 7, 3, 0}: 13.414214, {0, 2, 6, 10, 16, 14, 20, 18, 20, 16, 12, 8, 2, 0}: 14.242642, {0, 5, 1, 4, 8, 6, 2, 0, 1, 4, 8, 4, 0}: 12.828428, {0, 3, 7, 11, 17, 21, 15, 11, 7, 3, 0, 4, 2, 0}: 14.242642, {0, 2, 8, 12, 16, 20, 22, 18, 14, 10, 12, 6, 2, 0}: 14.242642, {0, 3, 9, 13, 17, 21, 23, 19, 15, 11, 7, 9, 5, 0}: 14.242642, {0, 2, 8, 6, 10, 6, 2, 4, 1, 5, 9, 3, 5, 0}: 14.242642}"
original,8,1000,1000,30,1,2,0.99,2,0.4,single-face-pratt-truss-bridge-12-segment,45,24,4,49.9706,0,100.627,12.8284,112.155,6.85585,9566.02,6207,"{{0, 2, 4, 8, 12, 16, 20, 18, 14, 10, 6, 2, 0}: 12.000000, {0, 3, 5, 9, 13, 17, 21, 15, 11, 13, 9, 5, 0}: 12.828428, {0, 2, 6, 10, 14, 20, 16, 14, 10, 12, 8, 4, 0}: 12.828428, {0, 5, 1, 4, 8, 6, 10, 16, 12, 6, 2, 0}: 12.242642, {0, 1, 0, 3, 7, 9, 3, 9, 5, 1, 4, 0}: 12.242642, {0, 3, 7, 13, 17, 21, 23, 19, 15, 11, 7, 3, 0}: 12.828428, {0, 2, 6, 10, 14, 18, 22, 20, 16, 12, 8, 2, 0}: 12.828428, {0, 3, 7, 11, 17, 21, 19, 15, 17, 13, 9, 5, 0}: 12.828428}"
,9,,,,,,,,,single-face-warren-truss-bridge-4-segment,,,,,,,,,,,,
,10,,,,,,,,,single-face-warren-truss-bridge-4-segment,,,,,,,,,,,,
,2,,,,,,,,,single-face-warren-truss-bridge-4-segment,,,,,,,,,,,,
,3,,,,,,,,,single-face-warren-truss-bridge-4-segment,,,,,,,,,,,,
,4,,,,,,,,,single-face-warren-truss-bridge-4-segment,,,,,,,,,,,,
,5,,,,,,,,,single-face-warren-truss-bridge-4-segment,,,,,,,,,,,,
,6,,,,,,,,,single-face-warren-truss-bridge-4-segment,,,,,,,,,,,,
,7,,,,,,,,,single-face-warren-truss-bridge-4-segment,,,,,,,,,,,,
,8,,,,,,,,,single-face-warren-truss-bridge-4-segment,,,,,,,,,,,,
,9,,,,,,,,,single-face-warren-truss-bridge-4-segment,,,,,,,,,,,,
,10,,,,,,,,,single-face-warren-truss-bridge-4-segment,,,,,,,,,,,,
,2,,,,,,,,,single-face-warren-truss-bridge-6-segment,,,,,,,,,,,,
,3,,,,,,,,,single-face-warren-truss-bridge-6-segment,,,,,,,,,,,,
,4,,,,,,,,,single-face-warren-truss-bridge-6-segment,,,,,,,,,,,,
,5,,,,,,,,,single-face-warren-truss-bridge-6-segment,,,,,,,,,,,,
,6,,,,,,,,,single-face-warren-truss-bridge-6-segment,,,,,,,,,,,,
,7,,,,,,,,,single-face-warren-truss-bridge-6-segment,,,,,,,,,,,,
,8,,,,,,,,,single-face-warren-truss-bridge-6-segment,,,,,,,,,,,,
,9,,,,,,,,,single-face-warren-truss-bridge-6-segment,,,,,,,,,,,,
,10,,,,,,,,,single-face-warren-truss-bridge-6-segment,,,,,,,,,,,,
,2,,,,,,,,,single-face-warren-truss-bridge-8-segment,,,,,,,,,,,,
,3,,,,,,,,,single-face-warren-truss-bridge-8-segment,,,,,,,,,,,,
,4,,,,,,,,,single-face-warren-truss-bridge-8-segment,,,,,,,,,,,,
,5,,,,,,,,,single-face-warren-truss-bridge-8-segment,,,,,,,,,,,,
,6,,,,,,,,,single-face-warren-truss-bridge-8-segment,,,,,,,,,,,,
,7,,,,,,,,,single-face-warren-truss-bridge-8-segment,,,,,,,,,,,,
,8,,,,,,,,,single-face-warren-truss-bridge-8-segment,,,,,,,,,,,,
,9,,,,,,,,,single-face-warren-truss-bridge-8-segment,,,,,,,,,,,,
,10,,,,,,,,,single-face-warren-truss-bridge-8-segment,,,,,,,,,,,,
original,2,1000,1000,30,1,2,0.99,2,0.4,single-face-warren-truss-bridge-10-segment,44,28,2,37.1246,0,46.3607,23.1803,47.6843,1.77271,6603.82,3520,"{{0, 6, 4, 10, 16, 18, 14, 24, 16, 22, 26, 20, 24, 22, 24, 14, 18, 8, 12, 10, 18, 8, 12, 4, 1, 6, 2, 12, 2, 6, 0}: 23.180342, {0, 7, 3, 13, 5, 1, 7, 5, 11, 17, 23, 27, 21, 25, 17, 19, 9, 13, 11, 19, 15, 25, 23, 17, 11, 5, 7, 0}: 23.180342}"
original,3,1000,1000,30,1,2,0.99,2,0.4,single-face-warren-truss-bridge-10-segment,44,28,2,37.1246,0,49.3607,16.7082,54.9417,3.90732,7682.6,3116,"{{0, 6, 2, 12, 10, 12, 4, 1, 5, 7, 3, 13, 9, 19, 15, 25, 15, 19, 11, 5, 1, 6, 0}: 16.708204, {0, 6, 2, 12, 8, 18, 14, 24, 20, 26, 22, 24, 16, 22, 16, 10, 16, 18, 10, 4, 6, 0}: 16.708204, {0, 7, 1, 5, 13, 11, 17, 25, 21, 27, 23, 25, 23, 17, 19, 9, 13, 3, 7, 0}: 15.944273}"
,4,,,,,,,,,single-face-warren-truss-bridge-10-segment,,,,,,,,,,,,
original,5,1000,1000,30,1,2,0.99,2,0.4,single-face-warren-truss-bridge-10-segment,44,28,2,37.1246,0,57.3607,12.4721,68.5953,4.68864,11357.5,8591,"{{0, 6, 1, 5, 7, 0, 6, 2, 12, 8, 18, 8, 12, 2, 6, 0}: 9.236068, {0, 6, 2, 12, 8, 18, 16, 22, 24, 14, 18, 10, 12, 4, 6, 0}: 11.708204, {0, 7, 3, 13, 9, 19, 11, 19, 15, 25, 21, 27, 23, 17, 11, 13, 3, 7, 0}: 12.472136, {0, 7, 3, 13, 5, 11, 17, 23, 25, 17, 19, 9, 13, 3, 7, 0}: 11.472136, {0, 7, 1, 4, 10, 16, 24, 22, 26, 20, 24, 14, 18, 8, 12, 2, 6, 0}: 12.472136}"
,6,,,,,,,,,single-face-warren-truss-bridge-10-segment,,,,,,,,,,,,
,7,,,,,,,,,single-face-warren-truss-bridge-10-segment,,,,,,,,,,,,
,8,,,,,,,,,single-face-warren-truss-bridge-10-segment,,,,,,,,,,,,
,9,,,,,,,,,single-face-warren-truss-bridge-10-segment,,,,,,,,,,,,
,10,,,,,,,,,single-face-warren-truss-bridge-10-segment,,,,,,,,,,,,
original,2,1000,1000,30,1,2,0.99,2,0.4,single-face-warren-truss-bridge-12-segment,54,34,2,45.5968,0,56.8328,28.4164,59.6133,2.88098,9199.06,8647,"{{0, 6, 2, 12, 10, 4, 1, 6, 4, 12, 8, 18, 10, 16, 22, 24, 14, 18, 14, 24, 20, 30, 28, 30, 22, 28, 32, 26, 30, 20, 24, 16, 18, 8, 12, 2, 6, 0}: 28.416410, {0, 7, 5, 11, 13, 3, 13, 9, 19, 15, 25, 17, 23, 25, 21, 31, 29, 23, 31, 27, 33, 29, 23, 25, 15, 19, 17, 11, 19, 9, 13, 5, 1, 7, 3, 7, 0}: 28.416410}"
original,3,1000,1000,30,1,2,0.99,2,0.4,single-face-warren-truss-bridge-12-segment,54,34,2,45.5968,0,65.0689,21.9443,69.5221,4.92031,10695.1,3520,"{{0, 6, 4, 10, 18, 14, 24, 22, 28, 32, 26, 30, 28, 22, 16, 18, 8, 12, 4, 1, 5, 11, 19, 9, 13, 3, 7, 0}: 21.944273, {0, 7, 3, 13, 11, 17, 25, 15, 19, 15, 25, 21, 31, 23, 29, 31, 29, 33, 27, 31, 21, 25, 23, 17, 19, 9, 13, 3, 7, 0, 6, 0}: 21.944273, {0, 7, 5, 11, 13, 5, 1, 6, 2, 12, 10, 16, 24, 20, 30, 26, 30, 22, 24, 16, 10, 4, 1, 7, 0}: 21.180342}"
